-3.249950459999999985e+00,5.594271426000000247e+01
-3.260459920000000178e+00,5.595962172000000123e+01
-3.193028729999999982e+00,5.596460039000000108e+01
-3.185768620000000162e+00,5.596367933999999877e+01
-3.210003250000000197e+00,5.593805015000000225e+01
-3.219580469999999917e+00,5.595731426999999769e+01
-3.217777499999999957e+00,5.594274143999999893e+01
-3.248146999999999895e+00,5.596442904999999968e+01
-3.227353550000000126e+00,5.594046097999999745e+01
-3.176597740000000059e+00,5.595901606999999700e+01
-3.188828350000000089e+00,5.593832926999999700e+01
-3.197833650000000194e+00,5.593721510999999680e+01
-3.162428740000000182e+00,5.595791382000000169e+01
-3.212599930000000104e+00,5.593306923000000097e+01
-3.189440040000000032e+00,5.595897442999999782e+01
-3.174347270000000165e+00,5.593831360000000075e+01
-3.189919360000000204e+00,5.595014791999999915e+01
-3.161878900000000048e+00,5.593295278000000081e+01
-3.210453010000000162e+00,5.595884763000000106e+01
-3.204105230000000137e+00,5.594453616999999923e+01
