,0 
"#Used_Scooters_((40,_6),_(29,_7))",0.0
"#Used_Scooters_((40,_6),_(3,_7))",0.0
"#Used_Scooters_((40,_6),_(30,_7))",0.0
"#Used_Scooters_((40,_6),_(31,_7))",0.0
"#Used_Scooters_((40,_6),_(32,_7))",0.0
"#Used_Scooters_((40,_6),_(33,_7))",0.0
"#Used_Scooters_((40,_6),_(34,_7))",0.0
"#Used_Scooters_((40,_6),_(35,_7))",0.0
"#Used_Scooters_((40,_6),_(36,_7))",0.0
"#Used_Scooters_((40,_6),_(37,_7))",0.0
"#Used_Scooters_((40,_6),_(38,_7))",0.0
"#Used_Scooters_((40,_6),_(39,_7))",0.0
"#Used_Scooters_((40,_6),_(4,_7))",0.0
"#Used_Scooters_((40,_6),_(41,_7))",0.0
"#Used_Scooters_((40,_6),_(42,_7))",0.0
"#Used_Scooters_((40,_6),_(43,_7))",0.0
"#Used_Scooters_((40,_6),_(44,_7))",0.0
"#Used_Scooters_((40,_6),_(45,_7))",0.0
"#Used_Scooters_((40,_6),_(46,_7))",0.0
"#Used_Scooters_((40,_6),_(47,_7))",0.0
"#Used_Scooters_((40,_6),_(48,_7))",0.0
"#Used_Scooters_((40,_6),_(49,_7))",0.0
"#Used_Scooters_((40,_6),_(5,_7))",0.0
"#Used_Scooters_((40,_6),_(50,_7))",0.0
"#Used_Scooters_((40,_6),_(51,_7))",0.0
"#Used_Scooters_((40,_6),_(52,_7))",0.0
"#Used_Scooters_((40,_6),_(53,_7))",0.0
"#Used_Scooters_((40,_6),_(54,_7))",0.0
"#Used_Scooters_((40,_6),_(55,_7))",0.0
"#Used_Scooters_((40,_6),_(6,_7))",0.0
"#Used_Scooters_((40,_6),_(7,_7))",0.0
"#Used_Scooters_((40,_6),_(8,_7))",0.0
"#Used_Scooters_((40,_6),_(9,_7))",0.0
"#Used_Scooters_((40,_7),_(0,_8))",0.0
"#Used_Scooters_((40,_7),_(1,_8))",0.0
"#Used_Scooters_((40,_7),_(10,_8))",0.0
"#Used_Scooters_((40,_7),_(11,_8))",0.0
"#Used_Scooters_((40,_7),_(12,_8))",0.0
"#Used_Scooters_((40,_7),_(13,_8))",0.0
"#Used_Scooters_((40,_7),_(14,_8))",0.0
"#Used_Scooters_((40,_7),_(15,_8))",0.0
"#Used_Scooters_((40,_7),_(16,_8))",0.0
"#Used_Scooters_((40,_7),_(17,_8))",0.0
"#Used_Scooters_((40,_7),_(18,_8))",0.0
"#Used_Scooters_((40,_7),_(19,_8))",0.0
"#Used_Scooters_((40,_7),_(2,_8))",0.0
"#Used_Scooters_((40,_7),_(20,_8))",0.0
"#Used_Scooters_((40,_7),_(21,_8))",0.0
"#Used_Scooters_((40,_7),_(22,_8))",0.0
"#Used_Scooters_((40,_7),_(23,_8))",0.0
"#Used_Scooters_((40,_7),_(24,_8))",0.0
"#Used_Scooters_((40,_7),_(25,_8))",0.0
"#Used_Scooters_((40,_7),_(26,_8))",0.0
"#Used_Scooters_((40,_7),_(27,_8))",0.0
"#Used_Scooters_((40,_7),_(28,_8))",0.0
"#Used_Scooters_((40,_7),_(29,_8))",0.0
"#Used_Scooters_((40,_7),_(3,_8))",0.0
"#Used_Scooters_((40,_7),_(30,_8))",0.0
"#Used_Scooters_((40,_7),_(31,_8))",0.0
"#Used_Scooters_((40,_7),_(32,_8))",0.0
"#Used_Scooters_((40,_7),_(33,_8))",0.0
"#Used_Scooters_((40,_7),_(34,_8))",0.0
"#Used_Scooters_((40,_7),_(35,_8))",0.0
"#Used_Scooters_((40,_7),_(36,_8))",0.0
"#Used_Scooters_((40,_7),_(37,_8))",0.0
"#Used_Scooters_((40,_7),_(38,_8))",0.0
"#Used_Scooters_((40,_7),_(39,_8))",0.0
"#Used_Scooters_((40,_7),_(4,_8))",0.0
"#Used_Scooters_((40,_7),_(41,_8))",0.0
"#Used_Scooters_((40,_7),_(42,_8))",0.0
"#Used_Scooters_((40,_7),_(43,_8))",0.0
"#Used_Scooters_((40,_7),_(44,_8))",0.0
"#Used_Scooters_((40,_7),_(45,_8))",0.0
"#Used_Scooters_((40,_7),_(46,_8))",0.0
"#Used_Scooters_((40,_7),_(47,_8))",0.0
"#Used_Scooters_((40,_7),_(48,_8))",0.0
"#Used_Scooters_((40,_7),_(49,_8))",0.0
"#Used_Scooters_((40,_7),_(5,_8))",0.0
"#Used_Scooters_((40,_7),_(50,_8))",0.0
"#Used_Scooters_((40,_7),_(51,_8))",0.0
"#Used_Scooters_((40,_7),_(52,_8))",0.0
"#Used_Scooters_((40,_7),_(53,_8))",0.0
"#Used_Scooters_((40,_7),_(54,_8))",0.0
"#Used_Scooters_((40,_7),_(55,_8))",0.0
"#Used_Scooters_((40,_7),_(6,_8))",0.0
"#Used_Scooters_((40,_7),_(7,_8))",0.0
"#Used_Scooters_((40,_7),_(8,_8))",0.0
"#Used_Scooters_((40,_7),_(9,_8))",0.0
"#Used_Scooters_((40,_8),_(0,_9))",0.0
"#Used_Scooters_((40,_8),_(1,_9))",0.0
"#Used_Scooters_((40,_8),_(10,_9))",0.0
"#Used_Scooters_((40,_8),_(11,_9))",0.0
"#Used_Scooters_((40,_8),_(12,_9))",0.0
"#Used_Scooters_((40,_8),_(13,_9))",0.0
"#Used_Scooters_((40,_8),_(14,_9))",0.0
"#Used_Scooters_((40,_8),_(15,_9))",0.0
"#Used_Scooters_((40,_8),_(16,_9))",0.0
"#Used_Scooters_((40,_8),_(17,_9))",0.0
"#Used_Scooters_((40,_8),_(18,_9))",0.0
"#Used_Scooters_((40,_8),_(19,_9))",0.0
"#Used_Scooters_((40,_8),_(2,_9))",0.0
"#Used_Scooters_((40,_8),_(20,_9))",0.0
"#Used_Scooters_((40,_8),_(21,_9))",0.0
"#Used_Scooters_((40,_8),_(22,_9))",0.0
"#Used_Scooters_((40,_8),_(23,_9))",0.0
"#Used_Scooters_((40,_8),_(24,_9))",0.0
"#Used_Scooters_((40,_8),_(25,_9))",0.0
"#Used_Scooters_((40,_8),_(26,_9))",0.0
"#Used_Scooters_((40,_8),_(27,_9))",0.0
"#Used_Scooters_((40,_8),_(28,_9))",0.0
"#Used_Scooters_((40,_8),_(29,_9))",0.0
"#Used_Scooters_((40,_8),_(3,_9))",0.0
"#Used_Scooters_((40,_8),_(30,_9))",0.0
"#Used_Scooters_((40,_8),_(31,_9))",0.0
"#Used_Scooters_((40,_8),_(32,_9))",0.0
"#Used_Scooters_((40,_8),_(33,_9))",0.0
"#Used_Scooters_((40,_8),_(34,_9))",0.0
"#Used_Scooters_((40,_8),_(35,_9))",0.0
"#Used_Scooters_((40,_8),_(36,_9))",0.0
"#Used_Scooters_((40,_8),_(37,_9))",0.0
"#Used_Scooters_((40,_8),_(38,_9))",0.0
"#Used_Scooters_((40,_8),_(39,_9))",0.0
"#Used_Scooters_((40,_8),_(4,_9))",0.0
"#Used_Scooters_((40,_8),_(41,_9))",0.0
"#Used_Scooters_((40,_8),_(42,_9))",0.0
"#Used_Scooters_((40,_8),_(43,_9))",0.0
"#Used_Scooters_((40,_8),_(44,_9))",0.0
"#Used_Scooters_((40,_8),_(45,_9))",0.0
"#Used_Scooters_((40,_8),_(46,_9))",0.0
"#Used_Scooters_((40,_8),_(47,_9))",0.0
"#Used_Scooters_((40,_8),_(48,_9))",0.0
"#Used_Scooters_((40,_8),_(49,_9))",0.0
"#Used_Scooters_((40,_8),_(5,_9))",0.0
"#Used_Scooters_((40,_8),_(50,_9))",1.0
"#Used_Scooters_((40,_8),_(51,_9))",0.0
"#Used_Scooters_((40,_8),_(52,_9))",0.0
"#Used_Scooters_((40,_8),_(53,_9))",0.0
"#Used_Scooters_((40,_8),_(54,_9))",0.0
"#Used_Scooters_((40,_8),_(55,_9))",0.0
"#Used_Scooters_((40,_8),_(6,_9))",0.0
"#Used_Scooters_((40,_8),_(7,_9))",0.0
"#Used_Scooters_((40,_8),_(8,_9))",0.0
"#Used_Scooters_((40,_8),_(9,_9))",0.0
"#Used_Scooters_((40,_9),_(0,_10))",0.0
"#Used_Scooters_((40,_9),_(1,_10))",0.0
"#Used_Scooters_((40,_9),_(10,_10))",0.0
"#Used_Scooters_((40,_9),_(11,_10))",0.0
"#Used_Scooters_((40,_9),_(12,_10))",0.0
"#Used_Scooters_((40,_9),_(13,_10))",0.0
"#Used_Scooters_((40,_9),_(14,_10))",0.0
"#Used_Scooters_((40,_9),_(15,_10))",0.0
"#Used_Scooters_((40,_9),_(16,_10))",0.0
"#Used_Scooters_((40,_9),_(17,_10))",0.0
"#Used_Scooters_((40,_9),_(18,_10))",0.0
"#Used_Scooters_((40,_9),_(19,_10))",0.0
"#Used_Scooters_((40,_9),_(2,_10))",0.0
"#Used_Scooters_((40,_9),_(20,_10))",0.0
"#Used_Scooters_((40,_9),_(21,_10))",0.0
"#Used_Scooters_((40,_9),_(22,_10))",0.0
"#Used_Scooters_((40,_9),_(23,_10))",0.0
"#Used_Scooters_((40,_9),_(24,_10))",0.0
"#Used_Scooters_((40,_9),_(25,_10))",0.0
"#Used_Scooters_((40,_9),_(26,_10))",0.0
"#Used_Scooters_((40,_9),_(27,_10))",0.0
"#Used_Scooters_((40,_9),_(28,_10))",0.0
"#Used_Scooters_((40,_9),_(29,_10))",0.0
"#Used_Scooters_((40,_9),_(3,_10))",0.0
"#Used_Scooters_((40,_9),_(30,_10))",0.0
"#Used_Scooters_((40,_9),_(31,_10))",0.0
"#Used_Scooters_((40,_9),_(32,_10))",0.0
"#Used_Scooters_((40,_9),_(33,_10))",0.0
"#Used_Scooters_((40,_9),_(34,_10))",0.0
"#Used_Scooters_((40,_9),_(35,_10))",0.0
"#Used_Scooters_((40,_9),_(36,_10))",0.0
"#Used_Scooters_((40,_9),_(37,_10))",0.0
"#Used_Scooters_((40,_9),_(38,_10))",0.0
"#Used_Scooters_((40,_9),_(39,_10))",0.0
"#Used_Scooters_((40,_9),_(4,_10))",0.0
"#Used_Scooters_((40,_9),_(41,_10))",0.0
"#Used_Scooters_((40,_9),_(42,_10))",0.0
"#Used_Scooters_((40,_9),_(43,_10))",0.0
"#Used_Scooters_((40,_9),_(44,_10))",0.0
"#Used_Scooters_((40,_9),_(45,_10))",0.0
"#Used_Scooters_((40,_9),_(46,_10))",0.0
"#Used_Scooters_((40,_9),_(47,_10))",0.0
"#Used_Scooters_((40,_9),_(48,_10))",0.0
"#Used_Scooters_((40,_9),_(49,_10))",0.0
"#Used_Scooters_((40,_9),_(5,_10))",0.0
"#Used_Scooters_((40,_9),_(50,_10))",1.0
"#Used_Scooters_((40,_9),_(51,_10))",0.0
"#Used_Scooters_((40,_9),_(52,_10))",0.0
"#Used_Scooters_((40,_9),_(53,_10))",0.0
"#Used_Scooters_((40,_9),_(54,_10))",0.0
"#Used_Scooters_((40,_9),_(55,_10))",0.0
"#Used_Scooters_((40,_9),_(6,_10))",0.0
"#Used_Scooters_((40,_9),_(7,_10))",0.0
"#Used_Scooters_((40,_9),_(8,_10))",0.0
"#Used_Scooters_((40,_9),_(9,_10))",0.0
"#Used_Scooters_((41,_0),_(0,_1))",0.0
"#Used_Scooters_((41,_0),_(1,_1))",0.0
"#Used_Scooters_((41,_0),_(10,_1))",0.0
"#Used_Scooters_((41,_0),_(11,_1))",0.0
"#Used_Scooters_((41,_0),_(12,_1))",0.0
"#Used_Scooters_((41,_0),_(13,_1))",0.0
"#Used_Scooters_((41,_0),_(14,_1))",0.0
"#Used_Scooters_((41,_0),_(15,_1))",0.0
"#Used_Scooters_((41,_0),_(16,_1))",0.0
"#Used_Scooters_((41,_0),_(17,_1))",0.0
"#Used_Scooters_((41,_0),_(18,_1))",0.0
"#Used_Scooters_((41,_0),_(19,_1))",0.0
"#Used_Scooters_((41,_0),_(2,_1))",1.0
"#Used_Scooters_((41,_0),_(20,_1))",0.0
"#Used_Scooters_((41,_0),_(21,_1))",0.0
"#Used_Scooters_((41,_0),_(22,_1))",0.0
"#Used_Scooters_((41,_0),_(23,_1))",0.0
"#Used_Scooters_((41,_0),_(24,_1))",0.0
"#Used_Scooters_((41,_0),_(25,_1))",0.0
"#Used_Scooters_((41,_0),_(26,_1))",0.0
"#Used_Scooters_((41,_0),_(27,_1))",0.0
"#Used_Scooters_((41,_0),_(28,_1))",0.0
"#Used_Scooters_((41,_0),_(29,_1))",0.0
"#Used_Scooters_((41,_0),_(3,_1))",0.0
"#Used_Scooters_((41,_0),_(30,_1))",0.0
"#Used_Scooters_((41,_0),_(31,_1))",0.0
"#Used_Scooters_((41,_0),_(32,_1))",0.0
"#Used_Scooters_((41,_0),_(33,_1))",0.0
"#Used_Scooters_((41,_0),_(34,_1))",0.0
"#Used_Scooters_((41,_0),_(35,_1))",0.0
"#Used_Scooters_((41,_0),_(36,_1))",0.0
"#Used_Scooters_((41,_0),_(37,_1))",0.0
"#Used_Scooters_((41,_0),_(38,_1))",0.0
"#Used_Scooters_((41,_0),_(39,_1))",0.0
"#Used_Scooters_((41,_0),_(4,_1))",0.0
"#Used_Scooters_((41,_0),_(40,_1))",0.0
"#Used_Scooters_((41,_0),_(42,_1))",0.0
"#Used_Scooters_((41,_0),_(43,_1))",0.0
"#Used_Scooters_((41,_0),_(44,_1))",0.0
"#Used_Scooters_((41,_0),_(45,_1))",0.0
"#Used_Scooters_((41,_0),_(46,_1))",0.0
"#Used_Scooters_((41,_0),_(47,_1))",0.0
"#Used_Scooters_((41,_0),_(48,_1))",0.0
"#Used_Scooters_((41,_0),_(49,_1))",0.0
"#Used_Scooters_((41,_0),_(5,_1))",0.0
"#Used_Scooters_((41,_0),_(50,_1))",0.0
"#Used_Scooters_((41,_0),_(51,_1))",0.0
"#Used_Scooters_((41,_0),_(52,_1))",0.0
"#Used_Scooters_((41,_0),_(53,_1))",0.0
"#Used_Scooters_((41,_0),_(54,_1))",0.0
"#Used_Scooters_((41,_0),_(55,_1))",0.0
"#Used_Scooters_((41,_0),_(6,_1))",0.0
"#Used_Scooters_((41,_0),_(7,_1))",0.0
"#Used_Scooters_((41,_0),_(8,_1))",0.0
"#Used_Scooters_((41,_0),_(9,_1))",0.0
"#Used_Scooters_((41,_1),_(0,_2))",0.0
"#Used_Scooters_((41,_1),_(1,_2))",0.0
"#Used_Scooters_((41,_1),_(10,_2))",0.0
"#Used_Scooters_((41,_1),_(11,_2))",0.0
"#Used_Scooters_((41,_1),_(12,_2))",0.0
"#Used_Scooters_((41,_1),_(13,_2))",0.0
"#Used_Scooters_((41,_1),_(14,_2))",0.0
"#Used_Scooters_((41,_1),_(15,_2))",0.0
"#Used_Scooters_((41,_1),_(16,_2))",0.0
"#Used_Scooters_((41,_1),_(17,_2))",0.0
"#Used_Scooters_((41,_1),_(18,_2))",0.0
"#Used_Scooters_((41,_1),_(19,_2))",0.0
"#Used_Scooters_((41,_1),_(2,_2))",2.0
"#Used_Scooters_((41,_1),_(20,_2))",0.0
"#Used_Scooters_((41,_1),_(21,_2))",0.0
"#Used_Scooters_((41,_1),_(22,_2))",0.0
"#Used_Scooters_((41,_1),_(23,_2))",0.0
"#Used_Scooters_((41,_1),_(24,_2))",0.0
"#Used_Scooters_((41,_1),_(25,_2))",0.0
"#Used_Scooters_((41,_1),_(26,_2))",0.0
"#Used_Scooters_((41,_1),_(27,_2))",0.0
"#Used_Scooters_((41,_1),_(28,_2))",0.0
"#Used_Scooters_((41,_1),_(29,_2))",1.0
"#Used_Scooters_((41,_1),_(3,_2))",0.0
"#Used_Scooters_((41,_1),_(30,_2))",0.0
"#Used_Scooters_((41,_1),_(31,_2))",0.0
"#Used_Scooters_((41,_1),_(32,_2))",0.0
"#Used_Scooters_((41,_1),_(33,_2))",0.0
"#Used_Scooters_((41,_1),_(34,_2))",0.0
"#Used_Scooters_((41,_1),_(35,_2))",0.0
"#Used_Scooters_((41,_1),_(36,_2))",1.0
"#Used_Scooters_((41,_1),_(37,_2))",0.0
"#Used_Scooters_((41,_1),_(38,_2))",0.0
"#Used_Scooters_((41,_1),_(39,_2))",0.0
"#Used_Scooters_((41,_1),_(4,_2))",0.0
"#Used_Scooters_((41,_1),_(40,_2))",0.0
"#Used_Scooters_((41,_1),_(42,_2))",0.0
"#Used_Scooters_((41,_1),_(43,_2))",0.0
"#Used_Scooters_((41,_1),_(44,_2))",0.0
"#Used_Scooters_((41,_1),_(45,_2))",0.0
"#Used_Scooters_((41,_1),_(46,_2))",0.0
"#Used_Scooters_((41,_1),_(47,_2))",0.0
"#Used_Scooters_((41,_1),_(48,_2))",0.0
"#Used_Scooters_((41,_1),_(49,_2))",0.0
"#Used_Scooters_((41,_1),_(5,_2))",0.0
"#Used_Scooters_((41,_1),_(50,_2))",0.0
"#Used_Scooters_((41,_1),_(51,_2))",0.0
"#Used_Scooters_((41,_1),_(52,_2))",0.0
"#Used_Scooters_((41,_1),_(53,_2))",0.0
"#Used_Scooters_((41,_1),_(54,_2))",0.0
"#Used_Scooters_((41,_1),_(55,_2))",0.0
"#Used_Scooters_((41,_1),_(6,_2))",0.0
"#Used_Scooters_((41,_1),_(7,_2))",0.0
"#Used_Scooters_((41,_1),_(8,_2))",1.0
"#Used_Scooters_((41,_1),_(9,_2))",0.0
"#Used_Scooters_((41,_10),_(0,_11))",0.0
"#Used_Scooters_((41,_10),_(1,_11))",0.0
"#Used_Scooters_((41,_10),_(10,_11))",0.0
"#Used_Scooters_((41,_10),_(11,_11))",0.0
"#Used_Scooters_((41,_10),_(12,_11))",0.0
"#Used_Scooters_((41,_10),_(13,_11))",0.0
"#Used_Scooters_((41,_10),_(14,_11))",0.0
"#Used_Scooters_((41,_10),_(15,_11))",0.0
"#Used_Scooters_((41,_10),_(16,_11))",0.0
"#Used_Scooters_((41,_10),_(17,_11))",0.0
"#Used_Scooters_((41,_10),_(18,_11))",0.0
"#Used_Scooters_((41,_10),_(19,_11))",0.0
"#Used_Scooters_((41,_10),_(2,_11))",0.0
"#Used_Scooters_((41,_10),_(20,_11))",0.0
"#Used_Scooters_((41,_10),_(21,_11))",0.0
"#Used_Scooters_((41,_10),_(22,_11))",0.0
"#Used_Scooters_((41,_10),_(23,_11))",0.0
"#Used_Scooters_((41,_10),_(24,_11))",0.0
"#Used_Scooters_((41,_10),_(25,_11))",0.0
"#Used_Scooters_((41,_10),_(26,_11))",0.0
"#Used_Scooters_((41,_10),_(27,_11))",0.0
"#Used_Scooters_((41,_10),_(28,_11))",0.0
"#Used_Scooters_((41,_10),_(29,_11))",0.0
"#Used_Scooters_((41,_10),_(3,_11))",0.0
"#Used_Scooters_((41,_10),_(30,_11))",0.0
"#Used_Scooters_((41,_10),_(31,_11))",0.0
"#Used_Scooters_((41,_10),_(32,_11))",0.0
"#Used_Scooters_((41,_10),_(33,_11))",0.0
"#Used_Scooters_((41,_10),_(34,_11))",0.0
"#Used_Scooters_((41,_10),_(35,_11))",0.0
"#Used_Scooters_((41,_10),_(36,_11))",0.0
"#Used_Scooters_((41,_10),_(37,_11))",0.0
"#Used_Scooters_((41,_10),_(38,_11))",0.0
"#Used_Scooters_((41,_10),_(39,_11))",0.0
"#Used_Scooters_((41,_10),_(4,_11))",0.0
"#Used_Scooters_((41,_10),_(40,_11))",0.0
"#Used_Scooters_((41,_10),_(42,_11))",0.0
"#Used_Scooters_((41,_10),_(43,_11))",0.0
"#Used_Scooters_((41,_10),_(44,_11))",0.0
"#Used_Scooters_((41,_10),_(45,_11))",0.0
"#Used_Scooters_((41,_10),_(46,_11))",0.0
"#Used_Scooters_((41,_10),_(47,_11))",0.0
"#Used_Scooters_((41,_10),_(48,_11))",0.0
"#Used_Scooters_((41,_10),_(49,_11))",0.0
"#Used_Scooters_((41,_10),_(5,_11))",0.0
"#Used_Scooters_((41,_10),_(50,_11))",0.0
"#Used_Scooters_((41,_10),_(51,_11))",0.0
"#Used_Scooters_((41,_10),_(52,_11))",0.0
"#Used_Scooters_((41,_10),_(53,_11))",0.0
"#Used_Scooters_((41,_10),_(54,_11))",0.0
"#Used_Scooters_((41,_10),_(55,_11))",0.0
"#Used_Scooters_((41,_10),_(6,_11))",0.0
"#Used_Scooters_((41,_10),_(7,_11))",0.0
"#Used_Scooters_((41,_10),_(8,_11))",0.0
"#Used_Scooters_((41,_10),_(9,_11))",0.0
"#Used_Scooters_((41,_11),_(0,_12))",0.0
"#Used_Scooters_((41,_11),_(1,_12))",0.0
"#Used_Scooters_((41,_11),_(10,_12))",0.0
"#Used_Scooters_((41,_11),_(11,_12))",0.0
"#Used_Scooters_((41,_11),_(12,_12))",0.0
"#Used_Scooters_((41,_11),_(13,_12))",0.0
"#Used_Scooters_((41,_11),_(14,_12))",0.0
"#Used_Scooters_((41,_11),_(15,_12))",0.0
"#Used_Scooters_((41,_11),_(16,_12))",0.0
"#Used_Scooters_((41,_11),_(17,_12))",0.0
"#Used_Scooters_((41,_11),_(18,_12))",0.0
"#Used_Scooters_((41,_11),_(19,_12))",0.0
"#Used_Scooters_((41,_11),_(2,_12))",0.0
"#Used_Scooters_((41,_11),_(20,_12))",0.0
"#Used_Scooters_((41,_11),_(21,_12))",0.0
"#Used_Scooters_((41,_11),_(22,_12))",0.0
"#Used_Scooters_((41,_11),_(23,_12))",0.0
"#Used_Scooters_((41,_11),_(24,_12))",0.0
"#Used_Scooters_((41,_11),_(25,_12))",0.0
"#Used_Scooters_((41,_11),_(26,_12))",0.0
"#Used_Scooters_((41,_11),_(27,_12))",0.0
"#Used_Scooters_((41,_11),_(28,_12))",0.0
"#Used_Scooters_((41,_11),_(29,_12))",0.0
"#Used_Scooters_((41,_11),_(3,_12))",0.0
"#Used_Scooters_((41,_11),_(30,_12))",0.0
"#Used_Scooters_((41,_11),_(31,_12))",0.0
"#Used_Scooters_((41,_11),_(32,_12))",0.0
"#Used_Scooters_((41,_11),_(33,_12))",0.0
"#Used_Scooters_((41,_11),_(34,_12))",0.0
"#Used_Scooters_((41,_11),_(35,_12))",0.0
"#Used_Scooters_((41,_11),_(36,_12))",0.0
"#Used_Scooters_((41,_11),_(37,_12))",0.0
"#Used_Scooters_((41,_11),_(38,_12))",0.0
"#Used_Scooters_((41,_11),_(39,_12))",0.0
"#Used_Scooters_((41,_11),_(4,_12))",0.0
"#Used_Scooters_((41,_11),_(40,_12))",0.0
"#Used_Scooters_((41,_11),_(42,_12))",0.0
"#Used_Scooters_((41,_11),_(43,_12))",0.0
"#Used_Scooters_((41,_11),_(44,_12))",0.0
"#Used_Scooters_((41,_11),_(45,_12))",0.0
"#Used_Scooters_((41,_11),_(46,_12))",0.0
"#Used_Scooters_((41,_11),_(47,_12))",0.0
"#Used_Scooters_((41,_11),_(48,_12))",0.0
"#Used_Scooters_((41,_11),_(49,_12))",0.0
"#Used_Scooters_((41,_11),_(5,_12))",0.0
"#Used_Scooters_((41,_11),_(50,_12))",0.0
"#Used_Scooters_((41,_11),_(51,_12))",0.0
"#Used_Scooters_((41,_11),_(52,_12))",0.0
"#Used_Scooters_((41,_11),_(53,_12))",0.0
"#Used_Scooters_((41,_11),_(54,_12))",0.0
"#Used_Scooters_((41,_11),_(55,_12))",0.0
"#Used_Scooters_((41,_11),_(6,_12))",0.0
"#Used_Scooters_((41,_11),_(7,_12))",0.0
"#Used_Scooters_((41,_11),_(8,_12))",0.0
"#Used_Scooters_((41,_11),_(9,_12))",0.0
"#Used_Scooters_((41,_12),_(0,_13))",0.0
"#Used_Scooters_((41,_12),_(1,_13))",0.0
"#Used_Scooters_((41,_12),_(10,_13))",0.0
"#Used_Scooters_((41,_12),_(11,_13))",0.0
"#Used_Scooters_((41,_12),_(12,_13))",0.0
"#Used_Scooters_((41,_12),_(13,_13))",0.0
"#Used_Scooters_((41,_12),_(14,_13))",0.0
"#Used_Scooters_((41,_12),_(15,_13))",0.0
"#Used_Scooters_((41,_12),_(16,_13))",0.0
"#Used_Scooters_((41,_12),_(17,_13))",0.0
"#Used_Scooters_((41,_12),_(18,_13))",0.0
"#Used_Scooters_((41,_12),_(19,_13))",0.0
"#Used_Scooters_((41,_12),_(2,_13))",0.0
"#Used_Scooters_((41,_12),_(20,_13))",0.0
"#Used_Scooters_((41,_12),_(21,_13))",0.0
"#Used_Scooters_((41,_12),_(22,_13))",0.0
"#Used_Scooters_((41,_12),_(23,_13))",0.0
"#Used_Scooters_((41,_12),_(24,_13))",0.0
"#Used_Scooters_((41,_12),_(25,_13))",0.0
"#Used_Scooters_((41,_12),_(26,_13))",0.0
"#Used_Scooters_((41,_12),_(27,_13))",0.0
"#Used_Scooters_((41,_12),_(28,_13))",0.0
"#Used_Scooters_((41,_12),_(29,_13))",0.0
"#Used_Scooters_((41,_12),_(3,_13))",0.0
"#Used_Scooters_((41,_12),_(30,_13))",0.0
"#Used_Scooters_((41,_12),_(31,_13))",0.0
"#Used_Scooters_((41,_12),_(32,_13))",0.0
"#Used_Scooters_((41,_12),_(33,_13))",0.0
"#Used_Scooters_((41,_12),_(34,_13))",0.0
"#Used_Scooters_((41,_12),_(35,_13))",0.0
"#Used_Scooters_((41,_12),_(36,_13))",1.0
"#Used_Scooters_((41,_12),_(37,_13))",0.0
"#Used_Scooters_((41,_12),_(38,_13))",0.0
"#Used_Scooters_((41,_12),_(39,_13))",0.0
"#Used_Scooters_((41,_12),_(4,_13))",0.0
"#Used_Scooters_((41,_12),_(40,_13))",0.0
"#Used_Scooters_((41,_12),_(42,_13))",0.0
"#Used_Scooters_((41,_12),_(43,_13))",0.0
"#Used_Scooters_((41,_12),_(44,_13))",0.0
"#Used_Scooters_((41,_12),_(45,_13))",0.0
"#Used_Scooters_((41,_12),_(46,_13))",0.0
"#Used_Scooters_((41,_12),_(47,_13))",0.0
"#Used_Scooters_((41,_12),_(48,_13))",0.0
"#Used_Scooters_((41,_12),_(49,_13))",0.0
"#Used_Scooters_((41,_12),_(5,_13))",0.0
"#Used_Scooters_((41,_12),_(50,_13))",0.0
"#Used_Scooters_((41,_12),_(51,_13))",0.0
"#Used_Scooters_((41,_12),_(52,_13))",0.0
"#Used_Scooters_((41,_12),_(53,_13))",0.0
"#Used_Scooters_((41,_12),_(54,_13))",0.0
"#Used_Scooters_((41,_12),_(55,_13))",0.0
"#Used_Scooters_((41,_12),_(6,_13))",0.0
"#Used_Scooters_((41,_12),_(7,_13))",0.0
"#Used_Scooters_((41,_12),_(8,_13))",0.0
"#Used_Scooters_((41,_12),_(9,_13))",0.0
"#Used_Scooters_((41,_13),_(0,_14))",0.0
"#Used_Scooters_((41,_13),_(1,_14))",0.0
"#Used_Scooters_((41,_13),_(10,_14))",0.0
"#Used_Scooters_((41,_13),_(11,_14))",0.0
"#Used_Scooters_((41,_13),_(12,_14))",0.0
"#Used_Scooters_((41,_13),_(13,_14))",0.0
"#Used_Scooters_((41,_13),_(14,_14))",0.0
"#Used_Scooters_((41,_13),_(15,_14))",0.0
"#Used_Scooters_((41,_13),_(16,_14))",0.0
"#Used_Scooters_((41,_13),_(17,_14))",0.0
"#Used_Scooters_((41,_13),_(18,_14))",0.0
"#Used_Scooters_((41,_13),_(19,_14))",0.0
"#Used_Scooters_((41,_13),_(2,_14))",0.0
"#Used_Scooters_((41,_13),_(20,_14))",0.0
"#Used_Scooters_((41,_13),_(21,_14))",0.0
"#Used_Scooters_((41,_13),_(22,_14))",0.0
"#Used_Scooters_((41,_13),_(23,_14))",0.0
"#Used_Scooters_((41,_13),_(24,_14))",0.0
"#Used_Scooters_((41,_13),_(25,_14))",0.0
"#Used_Scooters_((41,_13),_(26,_14))",0.0
"#Used_Scooters_((41,_13),_(27,_14))",0.0
"#Used_Scooters_((41,_13),_(28,_14))",0.0
"#Used_Scooters_((41,_13),_(29,_14))",0.0
"#Used_Scooters_((41,_13),_(3,_14))",0.0
"#Used_Scooters_((41,_13),_(30,_14))",0.0
"#Used_Scooters_((41,_13),_(31,_14))",0.0
