-3.168497069999999916e+00,5.595533043999999734e+01
-3.249950459999999985e+00,5.594271426000000247e+01
-3.175827729999999960e+00,5.592751229999999651e+01
-3.187091800000000141e+00,5.597173793999999702e+01
-3.225176920000000003e+00,5.597366353999999689e+01
-3.193028729999999982e+00,5.596460039000000108e+01
-3.185768620000000162e+00,5.596367933999999877e+01
-3.210003250000000197e+00,5.593805015000000225e+01
-3.180388440000000205e+00,5.594707521000000128e+01
-3.198358059999999892e+00,5.596028531000000328e+01
-3.219580469999999917e+00,5.595731426999999769e+01
-3.232205239999999868e+00,5.596069131000000141e+01
-3.217777499999999957e+00,5.594274143999999893e+01
-3.221071250000000052e+00,5.594877715999999879e+01
-3.248146999999999895e+00,5.596442904999999968e+01
-3.168228440000000035e+00,5.596200741999999906e+01
-3.227353550000000126e+00,5.594046097999999745e+01
-3.237758030000000176e+00,5.593648594999999801e+01
-3.233365930000000166e+00,5.597766072000000293e+01
-3.227086200000000016e+00,5.597824005999999741e+01
-3.250912759999999846e+00,5.597516876000000252e+01
-3.174506070000000069e+00,5.597230194000000125e+01
-3.176597740000000059e+00,5.595901606999999700e+01
-3.207895800000000186e+00,5.596913014999999803e+01
-3.175970190000000137e+00,5.596269310000000274e+01
-3.158999380000000023e+00,5.596755609000000220e+01
-3.188828350000000089e+00,5.593832926999999700e+01
-3.197833650000000194e+00,5.593721510999999680e+01
-3.162428740000000182e+00,5.595791382000000169e+01
-3.186109720000000145e+00,5.594147526999999798e+01
-3.212599930000000104e+00,5.593306923000000097e+01
-3.205297750000000168e+00,5.592711684999999733e+01
-3.217173460000000151e+00,5.592329704000000135e+01
-3.242833169999999932e+00,5.594989275999999734e+01
-3.189440040000000032e+00,5.595897442999999782e+01
-3.203188019999999803e+00,5.595643084000000300e+01
-3.174347270000000165e+00,5.593831360000000075e+01
-3.185391699999999826e+00,5.597788068999999922e+01
-3.189919360000000204e+00,5.595014791999999915e+01
-3.179174670000000091e+00,5.596693046000000038e+01
-3.222071249999999942e+00,5.593817075999999844e+01
-3.161878900000000048e+00,5.593295278000000081e+01
-3.145355620000000130e+00,5.595967669000000200e+01
-3.154608889999999999e+00,5.596304482000000036e+01
-3.230053049999999981e+00,5.593383976999999874e+01
-3.244355039999999857e+00,5.593034392999999938e+01
-3.169697660000000194e+00,5.596725580999999750e+01
-3.210453010000000162e+00,5.595884763000000106e+01
-3.184469560000000143e+00,5.593230046000000044e+01
-3.167791869999999843e+00,5.597524489999999986e+01
-3.204105230000000137e+00,5.594453616999999923e+01
-3.209300010000000203e+00,5.597570916000000096e+01
-3.193911270000000080e+00,5.597664178000000135e+01
-3.243772320000000153e+00,5.597077906999999897e+01
-3.177681240000000074e+00,5.597960491999999988e+01
-3.145871239999999958e+00,5.595047558000000265e+01
